#Wavelength[um] Fp[W/m2/m] Fp/Fstar[ppm] Fstar[W/m2/m]
1.096769908127310511e-01 6.076188003240331703e+00 4.601772572867161237e+00 2.623960623446377940e+04
1.101156987759819850e-01 1.468209036533825618e+01 4.066176398370219935e+00 7.175512733043324261e+04
1.105561615710859147e-01 1.229391979370454919e+02 1.187612868673689270e+01 2.057153706276633311e+05
1.109983862173702651e-01 9.563413429843845392e+01 8.423738616410361146e+00 2.256105011985084857e+05
1.114423797622397516e-01 7.328954381677856134e+01 4.954179639564590509e+00 2.939825348455255735e+05
1.118881492812886930e-01 4.423986965668745341e+01 2.439281610849626691e+00 3.604152501736111008e+05
1.123357018784138517e-01 7.613091279373391274e+01 4.336117259907015686e+00 3.489082838689630735e+05
1.127850446859275102e-01 3.438083075969691436e+02 1.847543449131703497e+01 3.698051609809027868e+05
1.132361848646712132e-01 3.318471064767765029e+02 1.321233079581811865e+01 4.991256152777777170e+05
1.136891296041298988e-01 3.492596238683179308e+02 1.306964932903562548e+01 5.310503613281250000e+05
1.141438861225464035e-01 3.647138599613616066e+02 1.360716697103651995e+01 5.326424994480299065e+05
1.146004616670366072e-01 4.200414260412172780e+02 1.270518395566152847e+01 6.569955510416666511e+05
1.150588635137047705e-01 4.173216000953256639e+02 1.182215700167066785e+01 7.014963298611111240e+05
1.155190989677595953e-01 3.980829679182722316e+02 1.059223685750652777e+01 7.468565168138586450e+05
1.159811753636306314e-01 4.342296464382403656e+02 1.209021633440108978e+01 7.137344525305706775e+05
1.164451000650851553e-01 3.773067724546696127e+02 7.908149243421243924e+00 9.481368057065217290e+05
1.169108804653455069e-01 4.296379401545724477e+02 8.028836649033726403e+00 1.063411287067819154e+06
1.173785239872068981e-01 4.721374763055851531e+02 8.175062183815997585e+00 1.147700765708111692e+06
1.178480380831557206e-01 4.140668614427036687e+02 6.392927474453069081e+00 1.287128654587765923e+06
1.183194302354883543e-01 5.336017705909952156e+02 7.569926647190050595e+00 1.400802321143616922e+06
1.187927079564302935e-01 2.572114473782324922e+02 3.547305319937859469e+00 1.440930336934840539e+06
1.192678787882560099e-01 2.100850985433324354e+02 3.447295140128359137e+00 1.211066646442818921e+06
1.197449503034090645e-01 2.891746263871079918e+02 2.831338266722307928e+00 2.029643145507812267e+06
1.202239301046226783e-01 1.620192879991364521e+02 1.325968560361259874e+00 2.428201675618489739e+06
1.207048258250411760e-01 3.348753417559900640e+02 3.218126712656926625e+00 2.067908371907552239e+06
1.211876451283413342e-01 8.324927137018940471e+01 2.717746236875342891e+00 6.087273289388021221e+05
1.216723957088547137e-01 4.750536448398510458e+01 3.834895176395124672e+00 2.461730004882812500e+05
1.221590852916901310e-01 2.362490402925791670e+02 2.917925481442044777e+00 1.608966931441326626e+06
1.226477216328568792e-01 7.300710615393625176e+02 3.635847734030112299e+00 3.990347419005102012e+06
1.231383125193883099e-01 2.740793227930300304e+02 8.308240026508239007e-01 6.555691369897957891e+06
1.236308657694658586e-01 6.559649487165871733e+02 1.566581366258919195e+00 8.321065469387754798e+06
1.241253892325437369e-01 6.384267865470452534e+02 1.147157267949118653e+00 1.105959953062500060e+07
1.246218907894739159e-01 3.338573744667781966e+02 4.709903103968159366e-01 1.408640799499999918e+07
1.251203783526317892e-01 5.941935675440932982e+02 7.368750671436794519e-01 1.602453167624999955e+07
1.256208598660423226e-01 1.262071383452570899e+03 1.457439130542003580e+00 1.720856893187500164e+07
1.261233433055065078e-01 1.120145770556090611e+03 1.461519221292866932e+00 1.523074945062500238e+07
1.266278366787285392e-01 2.517796663400606292e+02 2.690159421371791648e-01 1.859918431066176295e+07
1.271343480254434610e-01 1.555685775968978987e+03 1.368065973949564418e+00 2.259779691625000164e+07
1.276428854175452321e-01 9.481890896961961062e+02 9.772139810891263823e-01 1.928219825674019754e+07
1.281534569592154005e-01 3.860803625346446779e+02 3.184947191821543844e-01 2.408944189705882221e+07
1.286660707870522780e-01 1.048577546070243216e+03 7.281295194107996194e-01 2.861825685294118151e+07
1.291807350702004475e-01 1.669207849607314074e+03 9.934725734871322489e-01 3.338918343627450615e+07
1.296974580104812425e-01 1.593094946316264895e+03 8.724236498724834421e-01 3.628820546153846383e+07
1.302162478425231973e-01 4.026913316456656275e+02 2.237618223601494649e-01 3.576329726923076808e+07
1.307371128338932764e-01 9.924676807273367558e+02 5.056668013645984061e-01 3.900346522596153617e+07
1.312600612852288795e-01 3.043634202236751207e+03 1.408518858434365750e+00 4.294187976650943607e+07
1.317851015303697915e-01 8.491271874565750295e+02 3.468504262776506697e-01 4.864988026442307979e+07
1.323122419364912705e-01 2.108433211558774929e+03 7.353785159476575739e-01 5.697707791981132329e+07
1.328414909042372472e-01 2.373477620825008216e+03 9.436517603912688568e-01 4.998326811084905267e+07
1.333728568678542170e-01 1.485493113215522499e+03 5.141819794851740788e-01 5.741231417924528569e+07
1.339063482953256612e-01 8.432053569752330304e+02 2.626630726659677784e-01 6.379484675471698493e+07
1.344419736885069383e-01 1.690647341702004269e+03 4.729318947275386598e-01 7.104044674537037313e+07
1.349797415832609815e-01 2.225521257992604660e+03 5.203971052661604535e-01 8.498614633962263167e+07
1.355196605495940232e-01 2.161553007525809335e+03 4.879127444999648566e-01 8.803897748148147762e+07
1.360617391917924301e-01 2.449580125573939767e+03 5.233681047526468344e-01 9.301128822222220898e+07
1.366059861485595939e-01 1.772515789912773016e+03 3.493181742010698643e-01 1.008370642037037015e+08
1.371524100931538481e-01 1.816295864681618468e+03 3.553878324332113148e-01 1.015629487272727340e+08
1.377010197335264696e-01 2.076903970827868761e+03 3.508347387588652833e-01 1.176427286181818247e+08
1.382518238124605670e-01 5.036907877241189453e+03 8.086045643808233985e-01 1.237881525090909153e+08
1.388048311077104136e-01 3.410928378788545160e+03 4.842772381664396386e-01 1.399683378571428359e+08
1.393600504321412248e-01 3.002232768979197772e+03 4.188015701080973763e-01 1.424581570363636315e+08
1.399174906338697677e-01 3.395411145764944649e+03 4.438991244210033216e-01 1.520055144196428657e+08
1.404771605964052761e-01 4.663461633147570865e+03 5.503675650997930102e-01 1.683863326607142985e+08
1.410390692387908651e-01 4.325452243648915100e+03 4.893555586954052017e-01 1.756540863157894611e+08
1.416032255157460562e-01 6.901506715091129081e+03 7.447854734757054507e-01 1.841467164821428359e+08
1.421696384178090522e-01 5.557484483044971967e+03 5.197843258937417943e-01 2.124742678947368562e+08
1.427383169714803168e-01 6.377750771169447944e+03 5.845109319993380126e-01 2.168333940350877047e+08
1.433092702393662099e-01 1.707865835009089642e+04 1.490071076064270139e+00 2.277707899649122953e+08
1.438825073203236771e-01 9.382480617107294165e+03 7.322557521051936691e-01 2.546279924210526347e+08
1.444580373496049674e-01 1.564110241030840189e+04 1.127080999824421559e+00 2.757804608070175648e+08
1.450358694990033503e-01 1.073930928964865416e+04 7.410329534171985477e-01 2.879984104482758641e+08
1.456160129769993872e-01 2.084823176496542874e+04 1.287298691345919011e+00 3.218408455172413588e+08
1.461984770289073976e-01 3.234634601828450832e+04 1.894031821424569939e+00 3.393823235254237056e+08
1.467832709370230082e-01 1.592554796770939538e+04 9.414201292718926695e-01 3.361724864482758045e+08
1.473704040207710897e-01 2.374004285362835799e+04 1.328126803546398449e+00 3.552165721525423527e+08
1.479598856368541382e-01 1.775932810223068736e+04 8.701168834730440560e-01 4.056021021016949415e+08
1.485517251794015725e-01 2.336012204266747722e+04 1.075945755724363240e+00 4.314554831186439991e+08
1.491459320801191979e-01 2.876021875792292849e+04 1.242104699568656878e+00 4.601349714666666389e+08
1.497425158084396690e-01 2.528584828455137540e+04 1.037475325782110991e+00 4.843407534666665792e+08
1.503414858716734248e-01 4.610638457049430144e+04 1.748822181184801261e+00 5.239220506666666865e+08
1.509428518151600951e-01 3.304136603893546999e+04 1.168593419817821166e+00 5.618829055999999046e+08
1.515466232224207677e-01 3.357704624268112093e+04 1.151915201253573606e+00 5.792596016000000238e+08
1.521528097153104220e-01 3.676329819245429098e+04 1.172939556134522832e+00 6.228595047999998331e+08
1.527614209541716672e-01 4.010714536488761223e+04 4.434380992305061442e-01 1.797380435081967115e+09
1.533724666379883694e-01 4.554631140625343687e+04 3.543929010562663628e-01 2.553991568786885262e+09
1.539859565045403056e-01 5.022867597811020823e+04 2.718506429585030859e-01 3.671745977677419186e+09
1.546019003305584838e-01 5.921886128368794016e+04 3.273094130939134816e-01 3.595446398967741966e+09
1.552203079318807133e-01 6.498709664978645742e+04 3.341910555125479076e-01 3.864413359935483456e+09
1.558411891636082569e-01 7.207950150450351066e+04 4.152491536275264572e-01 3.449485156129032135e+09
1.564645539202626778e-01 8.052120092095642758e+04 3.778715537062225516e-01 4.234647903677418709e+09
1.570904121359437411e-01 9.158549011014105054e+04 3.639232216179751900e-01 5.001130271111110687e+09
1.577187737844875093e-01 9.922010054434355698e+04 3.268005951689488819e-01 6.033482896000000000e+09
1.583496488796254653e-01 1.147029700758872350e+05 3.285683051818662492e-01 6.937456258031745911e+09
1.589830474751439959e-01 1.314092375563420355e+05 3.495043560479347278e-01 7.471788404125000000e+09
1.596189796650445414e-01 1.454943121768982965e+05 3.212325897104785222e-01 9.000728852317461014e+09
1.602574555837047166e-01 1.611868963753550779e+05 3.509544086521377837e-01 9.127047120500000000e+09
1.608984854060395708e-01 1.810532528714922664e+05 3.819157025998335953e-01 9.420849782499998093e+09
1.615420793476636807e-01 1.992237987314278434e+05 4.323823445392911968e-01 9.156395149500000000e+09
1.621882476650543525e-01 2.296310885379113606e+05 4.800740519675082973e-01 9.505472582276920319e+09
1.628370006557145755e-01 2.399212566728104139e+05 5.289303561976522738e-01 9.014081841230770111e+09
1.634883486583374457e-01 2.655026670704588760e+05 4.583285668093578513e-01 1.151179966387692070e+10
1.641423020529707844e-01 3.020176617356396164e+05 4.297732059014117145e-01 1.396510697341538429e+10
1.647988712611826723e-01 3.178620710375115159e+05 4.566067270052402982e-01 1.383399661735384560e+10
1.654580667462274002e-01 3.429558000323317247e+05 6.828571915068575304e-01 9.980666093818181992e+09
1.661198990132123077e-01 3.940616652160332887e+05 5.379869842592196472e-01 1.455605478328358269e+10
1.667843786092651215e-01 4.239967990615234594e+05 5.475645146438320454e-01 1.538787126254545593e+10
1.674515161237022098e-01 4.718825418794425786e+05 5.706195278944732330e-01 1.643382061038805962e+10
1.681213221881969755e-01 5.377563041996405227e+05 5.147011369412699544e-01 2.076259558017910385e+10
1.687938074769497754e-01 5.937043456314656651e+05 3.460350309846325079e-01 3.409584222352941132e+10
1.694689827068575905e-01 6.653356438124555862e+05 3.582889055879626139e-01 3.690274666770149231e+10
1.701468586376850278e-01 7.343060115169467172e+05 3.287079700959715800e-01 4.439336965129412079e+10
1.708274460722357391e-01 7.628886054426233750e+05 2.584012973534526303e-01 5.867021779764705658e+10
1.715107558565246715e-01 8.309154318838947220e+05 2.661647594562641661e-01 6.203796349913042450e+10
1.721967988799507909e-01 9.136777394038126804e+05 2.791386236762545270e-01 6.504656589217390442e+10
1.728855860754705820e-01 9.884846420381795615e+05 2.804573982579751656e-01 7.004131435037681580e+10
1.735771284197724640e-01 1.123756418413182488e+06 2.966511388675348582e-01 7.527962156521737671e+10
1.742714369334515678e-01 1.264100924018447287e+06 3.477402496646332386e-01 7.224005186504347229e+10
1.749685226811853456e-01 1.407015614488392137e+06 3.478611244515278922e-01 8.037931162434782410e+10
1.756683967719100681e-01 1.575779185839141253e+06 3.200995334976804996e-01 9.782764082560000610e+10
1.763710703589977391e-01 1.720196142112906324e+06 3.261088835301896860e-01 1.048254177133714294e+11
1.770765546404337309e-01 1.833252296218451811e+06 3.628625859111773710e-01 1.003994441392676086e+11
1.777848608589954471e-01 2.020113097197695402e+06 2.715202563285805670e-01 1.478511515135999756e+11
1.784960003024314568e-01 2.184845433755339123e+06 2.564793157144175106e-01 1.692854506402253418e+11
1.792099843036411844e-01 2.407597423218831420e+06 1.894389779289249454e-01 2.525607100358309937e+11
1.799268242408557650e-01 2.668879624739737250e+06 1.486044144388217747e-01 3.569016348160000000e+11
1.806465315378191772e-01 2.923398768096990418e+06 2.352247450606770318e-01 2.469768885520000000e+11
1.813691176639704306e-01 3.329598371370647103e+06 2.425211425825340439e-01 2.728308692585205688e+11
1.820945941346263086e-01 3.583660953276535030e+06 2.642401671131076601e-01 2.695127660657778015e+11
1.828229725111648329e-01 3.835321715955805033e+06 3.535349146449618396e-01 2.155860973589040833e+11
1.835542644012094771e-01 4.427230794366282411e+06 3.344420532496165666e-01 2.630646808562162170e+11
1.842884814588143239e-01 4.664019051791183650e+06 4.377850827188219940e-01 2.117145074866849365e+11
1.850256353846495561e-01 4.916429086539408192e+06 6.118664106194258157e-01 1.596777589483242798e+11
1.857657379261881403e-01 5.666327024275479838e+06 4.014056526556590843e-01 2.805236064034594727e+11
1.865088008778928996e-01 5.906144414389324374e+06 3.337494383231804362e-01 3.516695618730666504e+11
1.872548360814044743e-01 6.442237237959348597e+06 3.975046921459218785e-01 3.220666206131892090e+11
1.880038554257300876e-01 7.326116768217835575e+06 3.625255112157437232e-01 4.015933611174053955e+11
1.887558708474330049e-01 7.537403923705043271e+06 3.846475166220155173e-01 3.894127065429332886e+11
1.895108943308226879e-01 8.439635257303286344e+06 4.546745889416902719e-01 3.688707823615999756e+11
1.902689379081460019e-01 9.326423666786758229e+06 5.496618677121037910e-01 3.371869769932800293e+11
1.910300136597785636e-01 9.372508764272136614e+06 4.930850028543055652e-01 3.777333440303157959e+11
1.917941337144176972e-01 1.057606848663973436e+07 4.804895812682538625e-01 4.374128540968421021e+11
1.925613102492753359e-01 1.158042119254054874e+07 5.706286760670066238e-01 4.032942450102857056e+11
1.933315554902724498e-01 1.177440114633473009e+07 5.902007377921701936e-01 3.964517522684675293e+11
1.941048817122335568e-01 1.311713609876072966e+07 5.502525407999419027e-01 4.737271003503589478e+11
1.948813012390824828e-01 1.416535376607879065e+07 5.300054860297820358e-01 5.311269297624615479e+11
1.956608264440388156e-01 1.424138775886175036e+07 4.278963486300291219e-01 6.614012217042050781e+11
1.964434697498149418e-01 1.650576475859134644e+07 4.516491898982609721e-01 7.262492176278974609e+11
1.972292436288141937e-01 1.793022264652644843e+07 4.655180271600564135e-01 7.654211186843543701e+11
1.980181606033294406e-01 1.709523944678637013e+07 6.005044068103360111e-01 5.657313570835443115e+11
1.988102332457427346e-01 1.946568670751831308e+07 6.096022984072563267e-01 6.345624881903797607e+11
1.996054741787257336e-01 2.206596014910021052e+07 4.959407474384850412e-01 8.841873540991999512e+11
2.004038960754406518e-01 2.223899487099913135e+07 5.458613929353327565e-01 8.096252375615999756e+11
2.012055116597424309e-01 2.364025645986955240e+07 5.690844021372672978e-01 8.255184105280000000e+11
2.020103337063813842e-01 2.589934463390525058e+07 6.267308431548774816e-01 8.212189616987655029e+11
2.028183750412069219e-01 2.649746078621621057e+07 6.636659470545318573e-01 7.934251920181728516e+11
2.036296485413717494e-01 3.074115484088969231e+07 6.349334948450504612e-01 9.621509260831604004e+11
2.044441671355372303e-01 3.494578733081126958e+07 5.763956339380640337e-01 1.204828990788682861e+12
2.052619438040793887e-01 3.601505984428767860e+07 6.421364584921186447e-01 1.114571860292682861e+12
2.060829915792957157e-01 4.029748428596223891e+07 7.545328605214138840e-01 1.061331460832780640e+12
2.069073235456129201e-01 4.484089132952479273e+07 3.896097540503172807e-01 2.287155420887903320e+12
2.077349528397953449e-01 4.794086584136687219e+07 3.128941944576858480e-01 3.044806023717463379e+12
2.085658926511545219e-01 5.136353317905440927e+07 3.802214843799970323e-01 2.684537649460433594e+12
2.094001562217591150e-01 5.705221639318912476e+07 3.194484308376921433e-01 3.549139122089638184e+12
2.102377568466461677e-01 6.202519858500010520e+07 3.188593859530413632e-01 3.865629438134856934e+12
2.110787078740327671e-01 6.940648863602334261e+07 3.349837613116583013e-01 4.117442857610541016e+12
2.119230227055288740e-01 7.469830915991209447e+07 2.928952643529847411e-01 5.068152607061333008e+12
2.127707147963510126e-01 8.005448653825387359e+07 5.629584183240040618e-01 2.825924927969882324e+12
2.136217976555363773e-01 8.589849349369122088e+07 4.522303021239966747e-01 3.774654010066823730e+12
2.144762848461585492e-01 9.640161014914830029e+07 4.559735991988962400e-01 4.201417614407441895e+12
2.153341899855431840e-01 1.015190320226357281e+08 4.662817155335335362e-01 4.326635849346976074e+12
2.161955267454853669e-01 1.072411202816488743e+08 6.094160872292792019e-01 3.497024617924465332e+12
2.170603088524672986e-01 1.149139515636265576e+08 7.943850389955676716e-01 2.874702883969471191e+12
2.179285500878772042e-01 1.264071846723624915e+08 5.267807644623297980e-01 4.768624355539862305e+12
2.188002642882286852e-01 1.346879634279389083e+08 5.538683890722985170e-01 4.832517870321286133e+12
2.196754653453815986e-01 1.422355857137944102e+08 4.794089729888060814e-01 5.895944259677090820e+12
2.205541672067631020e-01 1.541905930113992095e+08 6.428348791014698582e-01 4.766610966667636719e+12
2.214363838755901703e-01 1.576924429220824540e+08 1.344377535374349453e+00 2.330992608162909180e+12
2.223221294110925284e-01 1.741215269110306203e+08 8.089643524957979004e-01 4.277345625227635742e+12
2.232114179287369160e-01 1.752483997018828392e+08 5.171069707741401400e-01 6.734803524895640625e+12
2.241042636004518529e-01 1.961966010217480063e+08 4.992297944616322369e-01 7.809841943165155273e+12
2.250006806548536520e-01 1.957582880959205627e+08 7.402210039829146826e-01 5.255451302325213867e+12
2.259006833774730438e-01 2.162056129974317551e+08 8.180998767021920859e-01 5.251844991271822266e+12
2.268042861109829667e-01 2.248669676616849899e+08 8.812301554871322384e-01 5.070929529173333008e+12
2.277115032554268836e-01 2.398687142312189639e+08 6.751174993154926973e-01 7.060663332278857422e+12
2.286223492684485714e-01 2.554751164894216359e+08 7.148945297993478665e-01 7.101627584872086914e+12
2.295368386655223802e-01 2.507784487481664419e+08 7.757509914587944477e-01 6.424201200606242188e+12
2.304549860201844658e-01 2.973699184712285995e+08 6.469689626336448951e-01 9.134080802192695312e+12
2.313768059642651864e-01 2.886589894948029518e+08 9.049252139768931835e-01 6.339042444911304688e+12
2.323023131881222503e-01 3.197491460895612240e+08 9.184972074592727687e-01 6.918035957893565430e+12
2.332315224408747223e-01 3.163731501460608244e+08 1.239547798937157053e+00 5.072097604112515625e+12
2.341644485306381973e-01 3.471109930011419058e+08 1.880574147798820706e+00 3.667998659910808594e+12
2.351011063247607502e-01 4.283854281705965996e+08 1.719985073298130551e+00 4.949499372783659180e+12
2.360415107500598020e-01 4.122072399072752595e+08 2.303240385484893071e+00 3.556539285939744141e+12
2.369856767930600405e-01 4.946305405211968422e+08 2.911407631262444173e+00 3.376207838796255371e+12
2.379336195002322851e-01 4.674197147177106142e+08 3.113835752234822785e+00 2.983064110798978516e+12
2.388853539782332114e-01 5.198632877994912863e+08 3.225763270936059524e+00 3.202638486819032227e+12
2.398408953941461863e-01 4.905855169052448273e+08 3.292491387085387800e+00 2.961019975097937012e+12
2.408002589757227141e-01 4.835100430443219543e+08 3.617367225074627157e+00 2.656220730581333496e+12
2.417634600116256582e-01 6.195108839398036003e+08 1.623703535035701195e+00 7.582169108138666992e+12
2.427305138516721306e-01 5.403463198407213688e+08 9.224329549517068516e-01 1.164095605187826758e+13
2.437014359070788505e-01 5.518244967902672291e+08 1.417645572428112288e+00 7.735431987284453125e+12
2.446762416507071713e-01 4.671582286342213154e+08 1.040837708363763880e+00 8.919330302411755859e+12
2.456549466173099938e-01 6.064967391814553738e+08 1.010680862106797973e+00 1.192520051080881445e+13
2.466375664037792625e-01 6.287938023816763163e+08 1.722472146141003080e+00 7.254497020781712891e+12
2.476241166693943785e-01 5.960580849967219830e+08 1.509730996304592177e+00 7.845854924382040039e+12
2.486146131360719436e-01 9.298251016287121773e+08 4.384485623884978089e+00 4.214381799817049805e+12
2.496090715886161993e-01 8.314000994607863426e+08 2.374360839332160023e+00 6.958483684134788086e+12
2.506075078749706586e-01 9.000244668293989897e+08 2.138192301177516796e+00 8.364862686085119141e+12
2.516099379064705155e-01 8.897557990603320599e+08 4.922458228509475120e+00 3.592030782007761719e+12
2.526163776580964138e-01 7.764791619486258030e+08 5.495822713666308701e+00 2.807684810731722656e+12
2.536268431687287994e-01 6.261633874731235504e+08 1.862774057916733783e+00 6.680035202930059570e+12
2.546413505414037437e-01 5.457244342361789942e+08 2.173165942074037904e+00 4.990358790225109375e+12
2.556599159435693491e-01 8.155830027273725271e+08 1.189454844376064635e+00 1.362609676416501953e+13
2.566825556073435988e-01 1.163609864495564938e+09 1.993573177936342367e+00 1.159915826814494141e+13
2.577092858297729827e-01 1.083819849638593197e+09 1.681043933695199888e+00 1.281236489361149414e+13
2.587401229730920682e-01 1.305033080861119032e+09 2.535221053067711949e+00 1.022955990260566797e+13
2.597750834649844576e-01 1.125084112018743515e+09 3.477513317128254400e+00 6.429355676750769531e+12
2.608141837988444123e-01 1.073218532239967108e+09 3.008759340361385259e+00 7.088461319561846680e+12
2.618574405340398092e-01 9.765543608122044802e+08 2.093941551958762304e+00 9.267938228945675781e+12
2.629048702961759298e-01 8.145064273907715082e+08 2.680261613054005565e+00 6.039049526035692383e+12
2.639564897773606367e-01 1.254952776918787003e+09 1.039053322423795001e+00 2.400163408414232031e+13
2.650123157364701054e-01 1.427028048251333714e+09 1.023307447467204367e+00 2.771262316667652734e+13
2.660723649994159445e-01 1.265390982725531578e+09 1.023524612130004119e+00 2.456844710088935938e+13
2.671366544594135917e-01 1.539330948730293512e+09 1.291232243595781259e+00 2.369075495561177344e+13
2.682052010772512096e-01 1.419057527018540382e+09 9.712093360379048246e-01 2.903610879686100391e+13
2.692780218815602478e-01 1.390874234141473770e+09 1.042231405296984104e+00 2.652008845779020312e+13
2.703551339690865030e-01 1.416016069786042690e+09 9.819262700922679610e-01 2.865764937454933203e+13
2.714365545049627904e-01 1.154085300277842999e+09 1.233510506698915821e+00 1.859286509932089062e+13
2.725223007229827243e-01 1.127360258263196707e+09 1.520202198052744924e+00 1.473712023430637109e+13
2.736123899258746106e-01 1.109376669487406969e+09 1.681018030892337034e+00 1.311468665031163086e+13
2.747068394855781692e-01 1.036647565651445985e+09 2.114223059071962840e+00 9.743872418468404297e+12
2.758056668435204806e-01 1.307606009957884312e+09 1.636009276073475016e+00 1.588336105166661719e+13
2.769088895108945403e-01 1.569941252659203529e+09 1.485292301575779073e+00 2.100500229044353125e+13
2.780165250689380918e-01 1.338360382741864681e+09 1.975575889820003539e+00 1.346265191617729883e+13
2.791285911692138466e-01 1.309805902193583250e+09 3.825349795727425839e+00 6.804356369730882812e+12
2.802451055338907038e-01 1.140138849584858656e+09 5.944178885417502833e+00 3.811686161993143066e+12
2.813660859560263017e-01 1.080255945639401436e+09 1.284068530678437625e+00 1.671820801492114062e+13
2.824915502998503469e-01 1.161431874677445412e+09 7.409468238731032885e-01 3.114999361311263672e+13
2.836215165010497197e-01 1.017772157961471558e+09 6.755150860767129561e-01 2.994103270757040625e+13
2.847560025670539119e-01 2.360276100628994942e+09 2.686057302263832103e+00 1.746219354464112500e+13
2.858950265773221866e-01 1.437466450048452377e+09 1.252317821061409875e+00 2.281047968857824609e+13
2.870386066836315142e-01 1.179873595104492188e+09 6.401017558774557692e-01 3.663006804099784375e+13
2.881867611103660631e-01 1.472715692220105410e+09 8.808688344331933040e-01 3.322453654383749219e+13
2.893395081548075787e-01 2.039954668655649424e+09 9.723196033535187466e-01 4.169296074791178906e+13
2.904968661874267610e-01 2.805599419369886398e+09 1.048259913968774715e+00 5.318730025736826562e+13
2.916588536521764197e-01 2.916582898610432148e+09 1.181141018432506629e+00 4.907087872028007031e+13
2.928254890667851273e-01 2.617004443649563789e+09 1.162526436725861867e+00 4.473556060936827344e+13
2.939967910230522619e-01 2.348076582268976212e+09 1.066890087935993492e+00 4.373648117781005469e+13
2.951727781871444911e-01 2.112741941477202415e+09 9.160591865187309724e-01 4.583256694728460938e+13
2.963534692998930908e-01 2.288559710400463104e+09 9.445091484208090193e-01 4.815122508532718750e+13
2.975388831770926501e-01 2.453064447149593830e+09 9.552952790192568155e-01 5.102964987928093750e+13
2.987290387098009981e-01 2.593707076426608562e+09 1.261153025928415827e+00 4.086997787436315625e+13
2.999239548646402409e-01 1.927599928247695446e+09 1.379054732796788363e+00 2.777708452137930469e+13
3.011236506840988536e-01 3.752587584904944420e+09 1.548993319004429159e+00 4.814293406089215625e+13
3.023281452868351593e-01 2.451694379411075592e+09 1.222457146574458031e+00 3.985510425706634375e+13
3.035374578679824742e-01 4.448995321278334618e+09 1.724153849118251758e+00 5.127872223853006250e+13
3.047516076994544187e-01 3.990659330895927906e+09 1.580119170101486725e+00 5.018871483965925781e+13
3.059706141302522830e-01 4.438110749725898743e+09 1.836468027813677351e+00 4.802485094265482812e+13
3.071944965867733357e-01 8.300631813505200386e+09 2.937728176376103395e+00 5.615013487064244531e+13
3.084232745731204095e-01 1.059605494333392906e+10 3.596561853191648783e+00 5.854744264795200781e+13
3.096569676714128194e-01 7.525715712806990623e+09 3.566863926009113950e+00 4.192880925913146094e+13
3.108955955420985018e-01 1.351033630435039520e+10 4.326572335688210202e+00 6.205452457298157812e+13
3.121391779242668751e-01 1.264886358787923050e+10 4.565077538468841567e+00 5.506233348124846875e+13
3.133877346359639215e-01 1.515165310436756516e+10 5.123720872558620520e+00 5.876595769175514844e+13
3.146412855745078230e-01 1.695609276851850319e+10 6.001639416927320170e+00 5.614449072101529688e+13
3.158998507168058190e-01 1.369262332219219589e+10 5.663187582416915333e+00 4.804818377454250000e+13
