P[bar] T[K] H H2 He H2O CH4 CO CO2 NH3 N2 H2S HCN C2H2 Na K TiO VO FeH e- H- PH3 CaH MgH CrH Fe Mg Ca SiO AlH
5.145322575168523649e+00 2.274110031355195588e+03 3.438830352642522313e-03 8.334324489575921646e-01 1.619467774864858656e-01 3.644224637065673813e-04 2.292951105712178618e-07 5.236724865392632881e-04 4.144819568856328784e-08 4.376767116673252389e-07 6.810959081553277642e-05 2.019854540647181556e-05 8.864930838401921562e-08 2.463759470549950509e-10 3.714702057265046702e-06 2.169104362058586736e-07 1.362710523878542092e-07 2.233860711902737958e-09 2.768427581145744759e-07 3.316994195566106108e-08 8.339493879670449002e-11 1.344741089433894417e-07 4.332584046592286936e-08 1.019981323411508842e-07 1.819103443214026643e-08 5.443197562239456640e-05 6.633486547807533455e-05 3.822611288299627650e-06 6.093848238299496309e-05 8.147713253098468474e-07
3.246479068522319711e+00 2.249001248164491699e+03 3.765938391110871912e-03 8.331322339996273252e-01 1.619200805450548286e-01 3.641330067341610175e-04 1.041372379642310736e-07 5.237524970346945936e-04 4.207144683651960398e-08 2.855535240536432692e-07 6.819207607299898827e-05 1.978360566028116113e-05 5.606028753367952988e-08 1.006707833679173020e-10 3.713825721134494796e-06 2.145908450853221177e-07 1.380437594536569907e-07 2.386013160236412074e-09 2.145911918484910585e-07 3.588040958756441074e-08 6.706571693448833935e-11 9.136096561068532949e-08 3.346612005128283744e-08 7.706733665993472381e-08 1.430605130904618846e-08 5.448522911417759239e-05 6.635128443166440784e-05 3.836533566312822425e-06 6.098275056918754465e-05 7.260119402689414546e-07
2.048389811985373399e+00 2.237102865277192450e+03 4.431305640475590064e-03 8.325208751919314087e-01 1.618659221331237297e-01 3.639027435975221935e-04 4.411678140365164875e-08 5.236624144206957192e-04 4.237970296073085866e-08 1.829730450521137925e-07 6.823279765460716695e-05 1.915637426884636752e-05 3.538519479324511550e-08 4.052661774110672471e-11 3.711415245083445749e-06 2.099575838177187806e-07 1.388097910354558923e-07 2.462299850945630829e-09 1.684280840112828145e-07 4.171547159509467150e-08 5.996869749841553725e-11 5.492972454418887776e-08 2.624718953544570757e-08 5.973376165216849536e-08 1.131821160588842295e-08 5.451319012409323829e-05 6.634852663726693996e-05 3.847116789542713279e-06 6.106057665951950778e-05 6.625851808589343339e-07
1.292446596230572897e+00 2.231523668053840538e+03 5.400512855753897973e-03 8.316301871617437502e-01 1.617870935803921995e-01 3.636642483225211082e-04 1.805495907549858641e-08 5.234488013520721900e-04 4.252871492972983733e-08 1.161761318004848799e-07 6.824172533165347632e-05 1.833501101259116158e-05 2.230831812324934128e-08 1.618949629024131523e-11 3.707676902240691985e-06 2.034650003942337001e-07 1.391192585480997994e-07 2.499076899829539853e-09 1.329805795157696373e-07 5.015882845096637370e-08 5.638829652173366083e-11 3.050300825455331367e-08 2.073177477038225650e-08 4.687407611131272008e-08 8.977466614492592869e-09 5.452215341365394992e-05 6.633088283850937963e-05 3.854823761427675440e-06 6.116636793599318641e-05 6.081098020055132649e-07
8.154786722401063948e-01 2.229566624337106987e+03 6.715535038800667447e-03 8.304217101904168841e-01 1.616801806165921451e-01 3.633642561398816835e-04 7.235842149696867638e-09 5.231231707193878576e-04 4.258368886509536815e-08 7.332897230579212757e-08 6.822438501771858335e-05 1.731038625709437886e-05 1.404571740643868431e-08 6.431703119358662084e-12 3.702413881753766752e-06 1.950654644194054479e-07 1.391699104599040951e-07 2.512451833772956091e-09 1.053079619291758035e-07 6.137031468756229296e-08 5.445508197508326147e-11 1.608009332395245461e-08 1.643334723580164793e-08 3.702986402220243196e-08 7.127786373579613774e-09 5.451390206910872573e-05 6.629847097598994606e-05 3.859953639155999285e-06 6.129842782837128981e-05 5.560755042406488729e-07
5.145322575168512769e-01 2.231443456833504570e+03 8.522101061490459234e-03 8.287612871585465779e-01 1.615333158103791633e-01 3.629433547438397291e-04 2.839742422068101648e-09 5.226582832827996253e-04 4.253964845859265992e-08 4.601362052643832433e-08 6.818066302384521895e-05 1.604100412536110185e-05 8.834283703354686561e-09 2.542275048611101065e-12 3.694898665409889520e-06 1.842347544244216501e-07 1.389525614570134595e-07 2.501403667584071863e-09 8.365771566135799707e-08 7.631929168256775624e-08 5.396766760185714955e-11 8.112904693913888594e-09 1.307550943488511633e-08 2.945638658521949015e-08 5.666048298437036202e-09 5.448618230969630373e-05 6.624723545504374532e-05 3.862554795896564579e-06 6.145963118319579287e-05 5.047293200229470379e-07
3.246479068522313272e-01 2.238390536704504484e+03 1.111133900952866738e-02 8.263814878087173410e-01 1.613228567490267995e-01 3.623089101602501062e-04 1.083051639635494140e-09 5.219828801609396191e-04 4.236227566348069986e-08 2.863775698957655156e-08 6.810386065878901000e-05 1.446215948792508904e-05 5.547244459568098376e-09 9.975551167984517759e-13 3.683600938782361126e-06 1.700411172105157798e-07 1.383645303320664267e-07 2.458049417367593350e-09 6.672768197994902109e-08 9.692191126201067071e-08 5.531362371281457426e-11 3.899897717598367452e-09 1.045611005965331253e-08 2.364408367020217339e-08 4.511427481665110380e-09 5.443231782484761320e-05 6.616805526510670746e-05 3.862328237766511560e-06 6.165273694905726472e-05 4.530593951567850946e-07
2.048389811985369124e-01 2.250390185177912372e+03 1.487982632429518150e-02 8.229187560210671215e-01 1.610166741241631505e-01 3.613329194145169210e-04 4.010664301084277248e-10 5.209954280863243184e-04 4.204972795497159153e-08 1.766682558172509803e-08 6.798247703622641209e-05 1.255591635949834514e-05 3.475785409446430958e-09 3.882667528721866793e-13 3.666214252494945250e-06 1.519027835048471353e-07 1.373589827377321534e-07 2.383507701428075074e-09 5.342046619939461393e-08 1.253533386485459228e-07 5.845790565984932556e-11 1.790951800880199021e-09 8.400656353340298309e-09 1.914314988667152421e-08 3.596834453380225233e-09 5.434254912601405133e-05 6.604824036882627186e-05 3.858673594514469743e-06 6.186728419574784971e-05 3.996271593052040267e-07
1.292446596230570344e-01 2.266133070162655258e+03 2.030981360749249676e-02 8.179313558519835103e-01 1.605757438162892792e-01 3.598631604383600597e-04 1.449545341113426409e-10 5.195707969854250442e-04 4.163548814710299961e-08 1.080948724330408380e-08 6.780136834376648206e-05 1.039921940126855420e-05 2.171125274826418497e-09 1.498341321861759618e-13 3.639532140193198223e-06 1.302174788923155875e-07 1.359636928339570682e-07 2.288051967019777504e-09 4.283923143813194260e-08 1.635818398186807828e-07 6.285743476796405321e-11 7.943567472154205791e-10 6.765056175725014527e-09 1.558067096810859746e-08 2.867425737819565077e-09 5.420456933062077238e-05 6.587215502733468784e-05 3.850750283419537757e-06 6.207252495174031895e-05 3.442823818326599804e-07
8.154786722401047294e-02 2.283796480419312957e+03 2.794587475676977781e-02 8.109212359333037856e-01 1.599560811661207282e-01 3.577411463023364726e-04 5.160754207638819044e-11 5.175671906768136666e-04 4.116633913265206139e-08 6.572457342898231184e-09 6.754283827257842501e-05 8.168876681095423609e-06 1.351634784833032487e-09 5.741243772306252346e-14 3.599391200215669469e-06 1.066676730657041515e-07 1.342507847106091983e-07 2.184603122563475241e-09 3.433656552442149891e-08 2.131837852584581007e-07 6.772059265419695069e-11 3.454979323496868471e-10 5.446114478027731785e-09 1.269624567761318943e-08 2.282628247209427896e-09 5.400413015339096054e-05 6.562197237519667916e-05 3.837525100440633414e-06 6.221871720638298025e-05 2.890808817785111166e-07
5.145322575168502499e-02 2.301482412584075973e+03 3.836460097216151666e-02 8.013608363033551951e-01 1.591111034284638515e-01 3.548106760423924222e-04 1.822271135146631252e-11 5.148341133722215881e-04 4.068760532897286290e-08 3.974312520917745885e-09 6.718780441839543945e-05 6.081382273630869594e-06 8.374493720846357890e-10 2.182403394667539919e-14 3.540936752624327410e-06 8.374622601233614833e-08 1.323168948631263538e-07 2.084705290345090072e-09 2.743238145756009371e-08 2.755987649657872536e-07 7.221916507263244179e-11 1.492977036602284130e-10 4.368818625375252751e-09 1.031086079746447382e-08 1.811000884628889104e-09 5.372593407351064173e-05 6.527869705218006279e-05 3.817843521156202941e-06 6.224891958675893148e-05 2.369872484818646851e-07
3.246479068522306610e-02 2.318640072743045494e+03 5.232942577123522732e-02 7.885246212947911726e-01 1.579768034438961688e-01 3.508498554735902156e-04 6.385666022005797548e-12 5.111645684306284545e-04 4.021207030378684998e-08 2.387993274941632018e-09 6.670960037169268290e-05 4.293629848739123198e-06 5.156554521018304226e-10 9.999999999999999293e-41 3.457842186611435485e-06 6.342960313965148210e-08 1.301777777054346888e-07 1.991343479731310297e-09 2.181105481916253571e-08 3.537594033931706358e-07 7.613855508467565627e-11 6.428618235347470784e-11 3.486023994882864231e-09 8.326850973616637150e-09 1.430186213323231893e-09 5.334863845795214754e-05 6.481611273440565678e-05 3.790027913848954505e-06 6.210966148289544762e-05 1.902947763877128996e-07
2.048389811985364822e-02 2.337040700211480726e+03 7.145526112634936755e-02 7.709410749147834752e-01 1.564232114572446652e-01 3.453660871191778113e-04 2.189747314921074549e-12 5.061381036279336519e-04 3.969212295180132242e-08 1.417487028820636113e-09 6.605349348501108719e-05 2.854921416319927890e-06 3.145429057505062918e-10 9.999999999999999293e-41 3.338621899148393847e-06 4.632684367901942402e-08 1.276250637768487467e-07 1.895754779943190877e-09 1.725031439365852563e-08 4.560590788077122082e-07 8.049958192792003489e-11 2.716439191727159119e-11 2.766274527202740609e-09 6.694030444353240000e-09 1.122965388314394549e-09 5.282855532147463936e-05 6.418092844929739588e-05 3.750555704964885269e-06 6.174088819898661056e-05 1.496438239631407624e-07
1.292446596230567568e-02 2.360376226773351846e+03 9.916157370830346041e-02 7.454579788013144803e-01 1.541719762921159864e-01 3.372256651787542791e-04 7.144006575641573897e-13 4.988541344138073055e-04 3.902556482808327324e-08 8.214581901972182385e-10 6.510177261293653131e-05 1.751175324540817957e-06 1.889217610310778032e-10 9.999999999999999293e-41 3.159449174802987717e-06 3.222455132319702621e-08 1.241800304404440769e-07 1.781478439362419537e-09 1.355972871620787274e-08 6.011007156965083126e-07 8.740655038866097991e-11 1.090268908868524091e-11 2.182059310864466438e-09 5.368885705100187136e-09 8.746542414671950070e-10 5.207183095554935405e-05 6.325896462525416853e-05 3.691619608882816621e-06 6.103258110390307568e-05 1.144992433607141883e-07
8.154786722401032029e-03 2.394598635266324891e+03 1.428171392970404852e-01 7.052733152633280378e-01 1.506226613458890029e-01 3.237593260756612789e-04 2.105694406620481752e-13 4.873698883356045956e-04 3.802945734800904440e-08 4.536501147729296423e-10 6.360005082022640534e-05 9.495797869068692884e-07 1.102369257002124477e-10 9.999999999999999293e-41 2.870055217195145723e-06 2.071822804937466936e-08 1.189434528988260145e-07 1.626532754559217719e-09 1.054539688496207509e-08 8.286121777309226391e-07 1.003961684044065287e-10 3.928568589996256689e-12 1.703427508306033214e-09 4.296383427774765227e-09 6.711691441512063842e-10 5.087579322275056880e-05 6.180385797282258000e-05 3.595584774825324730e-06 5.974775381599026940e-05 8.383859991958998977e-08
5.145322575168491744e-03 2.455379704730291451e+03 2.236010188885903249e-01 6.307291817762086250e-01 1.440423404071218549e-01 2.962081654825966001e-04 4.853505788488073984e-14 4.660782677535276614e-04 3.615235934299350191e-08 2.218209658828384399e-10 6.081280984985309892e-05 4.022235808527880340e-07 6.003484604449081813e-11 9.999999999999999293e-41 2.333684043448211320e-06 1.120290782435747285e-08 1.094520147842029987e-07 1.383093450074711461e-09 7.965927851113619354e-09 1.248556577625404158e-06 1.289170707750914541e-10 1.091216683775158219e-12 1.289787089748731080e-09 3.404984348775052326e-09 4.952932435757611795e-10 4.865516721993849920e-05 5.910436442294164758e-05 3.407394203974799840e-06 5.719366005923339841e-05 5.579263566316748703e-08
3.246479068522299845e-03 2.574082722054621627e+03 3.988522005679111526e-01 4.684235928300206075e-01 1.297428325999418486e-01 2.213534673856093612e-04 9.999999999999999293e-41 4.198107921661538072e-04 3.113637856162433846e-08 7.560399925518483526e-11 5.473945475515199101e-05 9.707130331264484720e-08 2.768272262621922434e-11 9.999999999999999293e-41 1.294500042071760206e-06 3.974419373096904551e-09 8.940390141003218152e-08 9.695714777068565800e-10 5.383578242349820099e-09 2.100344329885080615e-06 1.860105422918671397e-10 1.588586056887012521e-13 8.497351190623748313e-10 2.508704731800790402e-09 3.199867731446911208e-10 4.382612502360062027e-05 5.323491450622489646e-05 2.931921343198850579e-06 5.146449809307488337e-05 2.909801811572783122e-08
2.048389811985360746e-03 2.755092830125289765e+03 6.775033162963891575e-01 2.119533448394670949e-01 1.071542506675167705e-01 6.541810632362205576e-05 9.999999999999999293e-41 3.467304821373059999e-04 1.567863838908157476e-08 1.120560504590055460e-11 4.504499228374163572e-05 9.666969289043984463e-09 1.348658890443152518e-11 9.999999999999999293e-41 3.135443069706963595e-07 7.993012044479723452e-10 4.911044986500800073e-08 3.641337706767566861e-10 2.703317882285891903e-09 3.366262779328613676e-06 2.166090365276759367e-10 2.576416460504420957e-32 3.213356167394391881e-10 1.418569108554258232e-09 1.489486425834041187e-10 3.619168922181254943e-05 4.393925083827350628e-05 1.774605369750091313e-06 4.203287377938349692e-05 9.568889786541332167e-09
1.292446596230564966e-03 2.954992551811155863e+03 8.519325085893272309e-01 5.358400345330144310e-02 9.307899899446261949e-02 3.841328785890631096e-06 9.999999999999999293e-41 3.011951568238415431e-04 2.965172701110477193e-09 7.096273814527240546e-13 3.844484165098362128e-05 5.490000909887861177e-10 1.483840126039578640e-11 9.999999999999999293e-41 5.740148093423528673e-08 1.657520086341745266e-10 8.385349588017335167e-09 4.651766483635576474e-11 1.063674386712035670e-09 5.288536032674693618e-06 1.819713807798009620e-10 9.999999999999999293e-41 4.566420170333979283e-11 6.234335244323437619e-10 5.051956024130332052e-11 3.137792487516572582e-05 3.790895959319514388e-05 5.418947744044844343e-07 3.178426138938702242e-05 1.918112262458055951e-09
8.154786722401014898e-04 3.132589549531487137e+03 8.971206943234097952e-01 1.269278888884584067e-02 8.941734481602069129e-02 1.985634632493757787e-07 9.999999999999999293e-41 2.893284298712807076e-04 5.920735668030121601e-10 4.341623465505259789e-14 3.465633764631963730e-05 3.842900607108070093e-11 1.916587610309779229e-11 9.999999999999999293e-41 1.538293580715998825e-08 5.235792129813159878e-11 7.220515982815808710e-10 4.962018056533780893e-12 4.317119582490295030e-10 8.546793021321884428e-06 1.419278422758155974e-10 9.999999999999999293e-41 5.181651524890144428e-12 2.693391364270308436e-10 1.432645668059479241e-11 2.977435621143103515e-05 3.500900914558707533e-05 1.411325671731568690e-07 1.400131710335014308e-05 2.864755043886926011e-10
5.145322575168481769e-04 3.255953943415730464e+03 9.065792089939709308e-01 4.069113929128834704e-03 8.864716094199961982e-02 1.960523165682524367e-08 9.999999999999999293e-41 2.866931374115271720e-04 1.753363399836176032e-10 9.999999999999999293e-41 2.994059356980010729e-05 4.837738848077056790e-12 2.058990667008166037e-11 9.999999999999999293e-41 6.642316003014896150e-09 2.535128509029673875e-11 8.362504980721640614e-11 7.161289113050152015e-13 1.984116269292862991e-10 1.376951204166010125e-05 1.180920373909683730e-10 9.999999999999999293e-41 9.779665551953069075e-13 1.226648921714251682e-10 4.026962361205021477e-12 2.851477841443346824e-05 3.138522925217967054e-05 5.489399632347769416e-08 3.924697934452275156e-06 5.468021376472512136e-11
3.246479068522293340e-04 3.317706011051477617e+03 9.089843615594259685e-01 1.851225734057189995e-03 8.844992165205695089e-02 3.955446748526705119e-09 9.999999999999999293e-41 2.856545857865134120e-04 7.640190845181156174e-11 9.999999999999999293e-41 2.511786798710032652e-05 1.109866772827221049e-12 1.808840507990181420e-11 9.999999999999999293e-41 3.945327185829086679e-09 1.591431014975474575e-11 1.932467736916286804e-11 1.837265798187388233e-13 1.041778397221312554e-10 1.948340116486000110e-05 9.548549768875217261e-11 9.999999999999999293e-41 3.045395739410383108e-13 6.106250935518219255e-11 1.436781294821630056e-12 2.709845505416646786e-05 2.752783264405098327e-05 3.078485105048021512e-08 1.485708068952298245e-06 1.664695080053300756e-11
2.048389811985356626e-04 3.350283803309758241e+03 9.099092165690803036e-01 9.921880979701115915e-04 8.837301756658044738e-02 1.122834652168473386e-09 9.999999999999999293e-41 2.846576448379236810e-04 4.005017957155579871e-11 9.999999999999999293e-41 2.069725058153692340e-05 3.358147686767995505e-13 1.429154481164712454e-11 9.999999999999999293e-41 2.630484978132672497e-09 1.090662382294189670e-11 6.361199636685529402e-12 6.383027519934993325e-14 5.793521431220777941e-11 2.521119626023037740e-05 7.415650198974064937e-11 9.999999999999999293e-41 1.167282935569531884e-13 3.164318569890122680e-11 5.892020111129895711e-13 2.552490504854012143e-05 2.384278805488580577e-05 1.993764467587614812e-08 7.122249560213269521e-07 6.303603306835046116e-12
1.292446596230562472e-04 3.373115720026630243e+03 9.103706238682300889e-01 5.585860817878937536e-04 8.833358149521047809e-02 3.540417972607739837e-10 9.999999999999999293e-41 2.831430901515466785e-04 2.220633217707215852e-11 9.999999999999999293e-41 1.633342785114376658e-05 1.104229242823404762e-13 1.068867329822708439e-11 9.999999999999999293e-41 1.802534567883665297e-09 7.618978651760731828e-12 2.313224047692913732e-12 2.407091237486990980e-14 3.225983983387443375e-11 3.152820387761571115e-05 5.650139942688955317e-11 9.999999999999999293e-41 4.727556934608102036e-14 1.618104179998917851e-11 2.486721959459289977e-13 2.359412086994412767e-05 2.005333416645212796e-05 1.338248613839627458e-08 3.670811798028666020e-07 2.526081811863868940e-12
8.154786722400998093e-05 3.384876880003760562e+03 9.106064799789808095e-01 3.320803328633070727e-04 8.831244932549724147e-02 1.255285005073217525e-10 9.999999999999999293e-41 2.809289280327769865e-04 1.310796582446319689e-11 9.999999999999999293e-41 1.260288152118756725e-05 3.978367775468886698e-14 7.604371216458328360e-12 9.999999999999999293e-41 1.268152138156364785e-09 5.414150743719593169e-12 9.465137548319950531e-13 5.195702958809335717e-24 1.807694683188621218e-11 3.784096043304476382e-05 4.201171683621856317e-11 9.999999999999999293e-41 2.028663545750906861e-14 8.283729586449221369e-12 1.098380150032630565e-13 2.146703725007765244e-05 1.658889367670650429e-05 9.316337326485733098e-09 2.069995692318896811e-07 1.080311661174342719e-12
5.145322575168470385e-05 3.386486381281807553e+03 9.107317854257577228e-01 2.074538321571342103e-04 8.830038549578572704e-02 4.952920313338524661e-11 9.999999999999999293e-41 2.780486488356282153e-04 8.190674637724490807e-12 9.999999999999999293e-41 9.712275588099817032e-06 1.557260569706930090e-14 5.217321687267914034e-12 9.999999999999999293e-41 9.135836159702881704e-10 3.906537844949093012e-12 4.328406233690001232e-13 9.999999999999999293e-41 1.022206447948379867e-11 4.374900769384894615e-05 3.055267464360841253e-11 9.999999999999999293e-41 9.999999999999999293e-41 4.289355958390182109e-12 5.091490499471005789e-14 1.931723794563956260e-05 1.365802438532931220e-05 6.704757489498283631e-09 1.270110803983140644e-07 4.911891249586423325e-13
3.246479068522286834e-05 3.381080409952028276e+03 9.108014914369393367e-01 1.342112238118679573e-04 8.829291680208412041e-02 2.108540385406914983e-11 9.999999999999999293e-41 2.745438553716397605e-04 5.327281830561285244e-12 9.999999999999999293e-41 7.522531088704521862e-06 9.999999999999999293e-41 3.495387966991327535e-12 9.999999999999999293e-41 6.687214004422035944e-10 2.847032157789188916e-12 2.142425785033109601e-13 9.999999999999999293e-41 5.806376951664846789e-12 4.922583969459460180e-05 2.185950548532078646e-11 9.999999999999999293e-41 9.999999999999999293e-41 2.241844418143350660e-12 2.444237541944714047e-14 1.721425920021067731e-05 1.122137978553952577e-05 4.936156020565158017e-09 8.267834255156312329e-08 2.331348553417644353e-13
2.048389811985352560e-05 3.373231088597389316e+03 9.108413532518527811e-01 8.797516133239718645e-05 8.828780261434893140e-02 9.261604474190578118e-12 9.999999999999999293e-41 2.700827501077868046e-04 3.517232463046651028e-12 9.999999999999999293e-41 5.765873940003761725e-06 9.999999999999999293e-41 2.293885791434418773e-12 9.999999999999999293e-41 4.903550379581225262e-10 2.073938519358781201e-12 1.090029360385727906e-13 9.999999999999999293e-41 3.260558545749070328e-12 5.459580019398204082e-05 1.547849404560733100e-11 9.999999999999999293e-41 9.999999999999999293e-41 1.162085916971220608e-12 1.181947434859801939e-14 1.508452333597117727e-05 9.104679507829444027e-06 3.649589441022958956e-09 5.486923441134728527e-08 1.119171253938411148e-13
